"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.3","2021","Homelessness; xxx","All ages","Males","All people","All areas","","","","","People experiencing homelessness; by equity group","","Proportion","","","","Derived from ABS Census of Population and Housing: Estimating Homelessness","%","58.2","57.6","55.7","54.9","53.2","56.4","58.5","48.2","55.9"
"19A.3","2021","Homelessness; xxx","All ages","Females","All people","All areas","","","","","People experiencing homelessness; by equity group","","Proportion","","","","Derived from ABS Census of Population and Housing: Estimating Homelessness","%","41.8","42.4","44.3","45.1","46.8","43.6","41.2","51.7","44.1"
"19A.3","2021","Homelessness; xxx","All ages","All people","All people","All areas","","","","","People experiencing homelessness; by equity group","","Proportion","","","","Derived from ABS Census of Population and Housing: Estimating Homelessness","%","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"19A.3","2016","Homelessness; xxx","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","","Aboriginal and Torres Strait Islander people","","People experiencing homelessness; by equity group","","Rate per 10000 people in the population","","","","ABS Census of Population and Housing: Estimating Homelessness","rate","105.4","163.8","238.6","344.6","273.8","55.1","146.0","2082.6","361.0"
"19A.3","2016","Homelessness; xxx","All ages","All people","Indigenous status not stated","All areas","","","","","People experiencing homelessness; by equity group","","Rate per 10000 people in the population","","","","ABS Census of Population and Housing: Estimating Homelessness","rate","93.7","107.5","78.0","36.4","75.5","40.3","149.9","148.9","86.6"
"19A.3","2016","Homelessness; xxx","All ages","All people","All people","All areas","People with disability","","People with disability","","People experiencing homelessness; by equity group","","Rate per 10000 people in the population","","","","ABS Census of Population and Housing: Estimating Homelessness","rate","46.7","45.0","47.6","34.8","31.5","33.1","59.1","674.0","47.7"
"19A.3","2016","Homelessness; xxx","All ages","All people","All people","All areas","Disability status not stated","","","","People experiencing homelessness; by equity group","","Rate per 10000 people in the population","","","","ABS Census of Population and Housing: Estimating Homelessness","rate","116.0","123.9","96.7","83.6","99.6","58.5","154.8","686.2","119.2"
"19A.3","2016","Homelessness; xxx","All ages","Males","All people","All areas","","","","","People experiencing homelessness; by equity group","","Rate per 10000 people in the population","","","","ABS Census of Population and Housing: Estimating Homelessness","rate","61.6","49.5","54.5","42.2","44.9","37.6","49.1","574.2","58.4"
"19A.3","2016","Homelessness; xxx","All ages","Females","All people","All areas","","","","","People experiencing homelessness; by equity group","","Rate per 10000 people in the population","","","","ABS Census of Population and Housing: Estimating Homelessness","rate","39.6","34.6","37.9","30.6","29.5","26.2","31.3","627.3","41.3"
"19A.3","2016","Homelessness; xxx","All ages","All people","All people","All areas","","","","","People experiencing homelessness; by equity group","","Rate per 10000 people in the population","","","","ABS Census of Population and Housing: Estimating Homelessness","rate","50.4","41.9","46.1","36.4","37.1","31.8","40.2","599.6","49.8"
"19A.3","2016","Homelessness; xxx","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","","Aboriginal and Torres Strait Islander people","","People experiencing homelessness; by equity group","","Number","","","","ABS Census of Population and Housing: Estimating Homelessness","no.","2278","783","4450","2618","936","130","95","12131","23437"
"19A.3","2016","Homelessness; xxx","All ages","All people","Indigenous status not stated","All areas","","","","","People experiencing homelessness; by equity group","","Number","","","","ABS Census of Population and Housing: Estimating Homelessness","no.","4102","3725","2384","585","645","126","302","346","12217"
"19A.3","2016","Homelessness; xxx","All ages","All people","All people","All areas","People with disability","","People with disability","","People experiencing homelessness; by equity group","","Number","","","","ABS Census of Population and Housing: Estimating Homelessness","no.","1876","1371","1157","333","317","108","99","462","5737"
"19A.3","2016","Homelessness; xxx","All ages","All people","All people","All areas","Disability status not stated","","","","People experiencing homelessness; by equity group","","Number","","","","ABS Census of Population and Housing: Estimating Homelessness","no.","6024","4967","3445","1617","1017","211","356","2191","19837"
"19A.3","2016","Homelessness; xxx","All ages","Males","All people","All areas","","","","","People experiencing homelessness; by equity group","","Number","","","","ABS Census of Population and Housing: Estimating Homelessness","no.","22698","14386","12658","5226","3711","937","961","6805","67407"
"19A.3","2016","Homelessness; xxx","All ages","Females","All people","All areas","","","","","People experiencing homelessness; by equity group","","Number","","","","ABS Census of Population and Housing: Estimating Homelessness","no.","15010","10432","9017","3778","2511","682","632","6916","49017"
"19A.3","2016","Homelessness; xxx","All ages","All people","All people","All areas","","","","","People experiencing homelessness; by equity group","","Number","","","","ABS Census of Population and Housing: Estimating Homelessness","no.","37715","24817","21671","9005","6224","1622","1596","13717","116427"
"19A.3","2016","Homelessness; xxx","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","","Aboriginal and Torres Strait Islander people","","People experiencing homelessness; by equity group","","Proportion","","","","Derived from ABS Census of Population and Housing: Estimating Homelessness","%","6.0","3.2","20.5","29.1","15.0","8.0","6.0","88.4","20.1"
"19A.3","2016","Homelessness; xxx","All ages","All people","Indigenous status not stated","All areas","","","","","People experiencing homelessness; by equity group","","Proportion","","","","Derived from ABS Census of Population and Housing: Estimating Homelessness","%","10.9","15.0","11.0","6.5","10.4","7.8","18.9","2.5","10.5"
