"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.3","2023","Descriptive data","All ages","All people","All households","All areas","All households","Indigenous community housing","","Indigenous community housing","Dwellings; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4978","1763","5477","2692","683","96","..","1844","","17533"
"18A.3","2022","Descriptive data","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Dwellings; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","96712","63987","52643","32034","31591","4999","10744","4890","","297600"
"18A.3","2022","Descriptive data","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Dwellings; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4120","..","3229","..","1350","164","..","5428","","14291"
"18A.3","2022","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Dwellings; at 30 June","Number of Tenancy (Rental) Units","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","54292","16159","11524","7718","12430","9267","958","495","","112843"
"18A.3","2022","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Dwellings; at 30 June","Number of dwellings","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","54098","12154","11495","7186","12121","8806","687","495","","107042"
"18A.3","2022","Descriptive data","All ages","All people","All households","All areas","All households","Indigenous community housing","","Indigenous community housing","Dwellings; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","3989","1864","5184","2698","681","96","..","1790","","16302"
"18A.3","2021","Descriptive data","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Dwellings; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","96728","63921","52195","31919","31938","7031","10859","4929","","299520"
"18A.3","2021","Descriptive data","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Dwellings; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4531","..","3216","..","1365","221","..","5381","","14714"
"18A.3","2021","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Dwellings; at 30 June","Number of Tenancy (Rental) Units","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","53233","14996","11439","7997","12387","7019","970","478","","108519"
"18A.3","2021","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Dwellings; at 30 June","Number of dwellings","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","52963","10905","11422","6638","12067","6717","690","478","","101880"
